"";"delegacia_id";"delegacia";"RC1";"RC2";"RC3";"RC4";"RC5";"grupos.ward"
"49";1021;"046 DP - Perus";1,9957243770285;-0,159192989934537;0,396792037702988;2,93656978410194;3,84517961957876;4
"50";1022;"045 DP - Vila Brasilândia";-0,0766012283821651;-0,276102966631778;-1,53656804007201;-0,590496706346848;-0,0669550623462198;3
"51";1023;"044 DP - Guaianazes";0,785230552795813;-0,735526547972366;-0,734494551351978;-0,671054956425823;-0,554208983037914;2
"52";1024;"043 DP - Cidade Ademar";-0,233839641080964;-0,469216378332072;-0,864206394552701;-0,68301584357686;-0,497579491587754;3
"53";1025;"042 DP - Parque São Lucas";-0,378639063031967;-0,641126148100724;1,30365628932558;-0,525267442822267;-0,328798393814469;3
"54";1026;"041 DP - Vila Rica";-0,0715663181400486;-0,0149133207554391;1,32015793799225;-0,92565362202292;-0,388739880999614;3
"55";1027;"040 DP - Vila Santa Maria";-0,105062962513624;-0,471104298519955;-0,647241679156534;-0,463343893065471;1,84289377249645;4
"56";1067;"004 DP - Consolação";-0,117950465941418;2,35103261076633;-0,830426399825673;-0,587275339956138;-0,659078802147933;5
"57";1069;"039 DP - Vila Gustavo";0,0546131479710571;0,105258519500844;1,99804632179487;-0,785831337596185;-0,882726543363202;3
"58";1070;"038 DP - Vila Amália";0,0878540915276679;-0,214909651357834;0,0518465044891662;0,742082735756014;-0,447328698974753;3
"59";1071;"037 DP - Campo Limpo";2,08949657582498;-0,263142611928155;0,392973967437033;2,91369140664662;1,57479036223416;4
"60";1072;"036 DP - Vila Mariana";-1,30202496688194;1,20114451999781;0,158590594880561;0,255625437595656;0,629448608497363;3
"61";1073;"035 DP - Jabaquara";0,519434681281226;-0,0477601893433626;1,18449873896833;-0,144290178274424;-0,357415249765578;3
"62";1074;"034 DP - Vila Sonia";-0,105090700978639;0,473684809957289;0,455454201691427;3,610333439392;-0,946757368853593;1
"63";1075;"033 DP - Pirituba";0,162894800118214;-0,870363387350362;0,970702712368984;0,314234757378515;-0,638951157654909;3
"64";1076;"032 DP - Itaquera";-0,440281448465934;-0,421887791039074;0,62320553159709;-0,406907089357988;0,414375772335964;3
"65";1077;"031 DP - Vila Carrão";-1,24163997959811;-0,688112457009178;-0,76806892942528;-0,422976950329757;-0,399795425204839;3
"66";1078;"030 DP - Tatuapé";-1,04962620616008;0,263061409578876;2,2152193536532;-0,57980607286931;-0,0781388454073746;3
"67";1143;"003 DP - Campos Elísios";0,436571969361814;4,02710769119045;-1,26222211037533;-0,841886818063486;-0,767176113640269;5
"68";1145;"029 DP - Vila Diva";-1,31040046224813;-0,655229607665272;0,310331977011432;-0,571841733607946;-0,587554541562175;3
"69";1146;"028 DP - Freguesia do Ó";-0,127992550642639;-0,497185090189778;0,256425597320488;1,60563196171231;-0,903688272895975;1
"70";1147;"027 DP - Campo Belo";-0,41762858195721;0,0211617210388481;0,342133155587754;-0,435995805403674;2,95326786349829;4
"71";1148;"026 DP - Sacomã";-0,681948422544095;-0,65424588889949;-0,906309749550707;-0,552113710973781;-0,325194340949956;3
"72";1149;"025 DP - Parelheiros";1,66398313205235;0,273688091504299;-1,3761268429862;-0,132319907491437;-0,218749419264849;2
"73";1150;"024 DP - Ponte Rasa";0,418771529255892;0,0951156623148522;1,50960457013402;-0,722150838125679;0,0705727461191951;3
