"";"X01";"X02";"X03";"X04";"X05";"X06";"X07";"X08";"X09";"X10";"X11";"X12";"X13";"X14";"X15";"X16";"grupos.ward"
"1";-1,4204235188722;-0,908091263480561;-0,0723246542136173;-0,134411482732382;-0,498789500374662;-0,355670749011776;-0,79639114741696;-0,382825230761826;-0,782496055551384;-0,881838925948164;-0,0661203119863157;-1,08560735030682;2,0438184422407;-0,439324091220212;-0,186061723031396;-0,641190637958012;1
"2";-0,125331486959312;1,31434261819555;-0,268897615748896;-0,769483471041616;-0,498789500374662;-0,355670749011776;1,54741824213295;-0,382825230761826;-0,782496055551384;-0,968531336215795;-0,0488956928974436;0,0409135728931174;-0,362195673308479;-1,39869787074284;1,58745181976925;1,26191774491736;1
"3";-0,988726174901237;-0,241361098977728;-0,299960997324842;-0,970655343114727;-0,498789500374662;0,815209946849999;0,297386567706333;-0,382825230761826;0,1271556090271;-0,795146515680532;-0,668981980096841;0,0566691102805291;-0,362195673308479;-0,401253703143917;0,456237776253163;-0,799783003197626;1
"4";-0,341180158944793;-0,834010134091358;0,393140704088438;-0,221191505979607;1,10077682841305;-0,941111096942663;-0,79639114741696;-0,382825230761826;-0,782496055551384;1,37216374101025;0,485067498857593;-0,58930792260335;-0,362195673308479;-1,56493856534267;-0,87150074092462;-0,799783003197626;2
"5";1,60145788892454;0,573531324303513;-0,504299804254107;-0,327694261783018;-0,498789500374662;0,815209946849999;-0,015121350900322;-0,382825230761826;-0,782496055551384;-0,361684464342376;-0,307264979230526;-0,376608167873292;-0,362195673308479;0,42233569223993;1,72645693528606;-0,958375368437241;1
"6";-0,557028830930274;-0,834010134091358;-0,257248847657917;-0,0397423664626829;-0,498789500374662;-0,64839092297722;-0,17137531020365;-0,382825230761826;0,1271556090271;-0,535069284877638;0,278372069791127;-0,526285773053703;-0,362195673308479;-0,397446664336288;-0,65100986803589;-0,324005907478783;1
"7";1,38560921693906;2,57372181781201;0,062121544169771;0,23637588932394;1,10077682841305;0,522489772884556;1,70367220143628;-0,382825230761826;2,85611060276255;-0,274992054074744;1,12237840514586;1,40376755690423;-0,362195673308479;1,70276974453932;0,331612500272577;3,32361849303235;3
"8";-1,20457484688672;-0,908091263480561;-0,273265903783014;0,6742205520713;1,10077682841305;-0,64839092297722;-0,79639114741696;-0,382825230761826;-0,782496055551384;-0,0149148232718505;-0,376163455586014;-1,10924065638794;4,44983255778989;-0,869519476482345;-0,722909065716998;-0,324005907478783;1
"9";-1,4204235188722;-0,537685616534543;-0,426641350314244;-0,422363378052718;-0,498789500374662;-0,0629505750463319;-0,327629269506977;-0,382825230761826;0,1271556090271;-0,535069284877638;-0,513960408296992;-1,20377388071241;-0,362195673308479;-0,43297902654083;-0,396966036229311;-0,482598272718397;1
"10";-0,557028830930274;-0,167279969588524;0,597964876354828;0,843836052054511;-0,498789500374662;-0,0629505750463319;-0,483883228810305;-0,382825230761826;-0,782496055551384;1,02539409993973;0,553965975213082;-0,187541719224352;-0,362195673308479;-0,139837038353359;-0,761255304480255;-0,00682117699955331;2
"11";0,306365857011651;-0,241361098977728;-0,285400037211117;-0,982488982648439;-0,498789500374662;0,229769598919112;0,453640527009661;-0,382825230761826;1,03680727360558;-0,361684464342376;-0,152243407430676;-0,534163541747409;2,0438184422407;0,00229241046480909;-0,598283789736412;-0,165413542239168;1
"12";0,0905171850261697;-0,0931988401993208;-0,459160827901561;0,224542249790228;-0,498789500374662;0,229769598919112;0,141132608403006;-0,382825230761826;0,1271556090271;-0,968531336215795;-0,152243407430676;-0,00635303926911766;-0,362195673308479;-0,364452328003499;1,02663807785661;-0,482598272718397;1
"13";0,738063200982614;2,49964068842281;-0,264529327714779;-0,651147075704491;-0,498789500374662;1,40065029478089;2,48494199795292;-0,382825230761826;0,1271556090271;-0,708454105412901;-0,531185027385864;1,25408995172382;-0,362195673308479;1,07460834128045;0,0488089893935546;1,73769484063621;3
"14";-0,341180158944793;-0,0191177108101171;-0,651850866739847;-0,801039843131515;-0,498789500374662;-0,355670749011776;-0,483883228810305;-0,382825230761826;0,1271556090271;0,6786244588692;-0,82400355189669;0,293002171091704;-0,362195673308479;-0,538307100218579;0,269299862282284;-0,641190637958012;1
"15";-1,20457484688672;-1,05625352225897;-0,604770429038805;-1,21521722681145;-0,498789500374662;-0,941111096942663;-0,79639114741696;-0,382825230761826;-0,782496055551384;0,245162407531043;-0,944575885518795;-1,40071809805505;-0,362195673308479;-1,2337261890789;-1,23579000917556;0,468955918719291;1
"16";-0,557028830930274;-0,167279969588524;-0,481002268072148;-1,1047699244968;-0,498789500374662;-0,0629505750463319;-0,79639114741696;2,58407030764233;-0,782496055551384;-0,795146515680532;-0,82400355189669;-0,526285773053703;-0,362195673308479;-0,384756534977523;-0,372999637002275;0,78614064919852;1
"17";-0,341180158944793;-0,463604487145339;0,855693870367749;-0,221191505979607;-0,498789500374662;-0,941111096942663;0,297386567706333;-0,382825230761826;-0,782496055551384;0,158469997263412;0,984581452434885;0,426924238884704;-0,362195673308479;-0,435517052412583;-1,11595801304038;-0,641190637958012;2
"18";-0,988726174901237;-0,982172392869765;-0,463043750598555;-0,240914238535794;-0,498789500374662;-0,355670749011776;-0,79639114741696;-0,382825230761826;0,1271556090271;0,505239638333937;1,10515378605699;-0,258441637467705;-0,362195673308479;0,903291594937123;-1,25016984871179;-0,799783003197626;1
"19";-0,341180158944793;-0,834010134091358;-0,931421300923355;-0,611701610592117;-0,498789500374662;-0,64839092297722;-0,483883228810305;-0,382825230761826;-0,782496055551384;0,331854817798675;-1,18572055276301;-0,148152875755823;4,44983255778989;0,0175205656953271;-1,26934296809341;-0,641190637958012;1
"20";-0,125331486959312;0,351287936135901;-0,540216839201294;-1,12843720356423;-0,498789500374662;0,522489772884556;0,453640527009661;-0,382825230761826;2,85611060276255;-0,881838925948164;-0,703431218274585;0,30087993978541;-0,362195673308479;0,267516114062997;0,298059541354727;-0,00682117699955331;1
"21";1,16976054495358;1,75882939453077;-0,164544068267205;-0,469697936187568;-0,498789500374662;-0,0629505750463319;1,85992616073961;-0,382825230761826;0,1271556090271;-0,448376874610007;0,312821307968871;1,58495623685946;-0,362195673308479;1,22562088064975;0,834906884040329;1,57910247539659;3
"22";0,953911872968095;2,4255595590336;-0,863470153725975;0,386268656750964;1,10077682841305;2,27881081667722;2,9537038758629;-0,382825230761826;1,03680727360558;-0,535069284877638;2,68981874223323;2,67996608528457;-0,362195673308479;0,679945318222859;1,24712895074534;2,37206430159467;1
"23";-0,988726174901237;0,12904454796829;-0,496533958860121;-1,1047699244968;1,10077682841305;-0,64839092297722;0,297386567706333;-0,382825230761826;-0,782496055551384;-0,0149148232718505;-0,135018788341804;-0,037864114043941;-0,362195673308479;-0,266738331941008;-0,210028122258432;-0,324005907478783;1
"24";-0,125331486959312;0,351287936135901;-0,448968155821954;1,20673433108836;-0,498789500374662;-0,0629505750463319;0,609894486312988;-0,382825230761826;0,1271556090271;-0,101607233539482;-0,0144464547196993;-0,274197174855116;-0,362195673308479;0,49466942958489;1,74083677482228;0,78614064919852;1
"25";-0,557028830930274;-0,463604487145339;0,668342850237829;2,38220919143713;-0,498789500374662;-0,64839092297722;-0,327629269506977;-0,382825230761826;-0,782496055551384;0,505239638333937;-0,445061931941503;-0,817763214720819;-0,362195673308479;-0,0268948870603504;-0,535971151746119;-0,324005907478783;2
